	Id	Part2B	Part2T	Part1	Ref_Name
1996	gax				Borana-Arsi-Guji Oromo
1997	gay	gay	gay		Gayo
1998	gaz				West Central Oromo
1999	gba	gba	gba		Gbaya (Central African Republic)
2000	gbb				Kaytetye
2001	gbd				Karajarri
2002	gbe				Niksek
2003	gbf				Gaikundi
2004	gbg				Gbanziri
2005	gbh				Defi Gbe
2006	gbi				Galela
2007	gbj				Bodo Gadaba
2008	gbk				Gaddi
2009	gbl				Gamit
2010	gbm				Garhwali
2011	gbn				Mo'da
2012	gbo				Northern Grebo
2013	gbp				Gbaya-Bossangoa
2014	gbq				Gbaya-Bozoum
2015	gbr				Gbagyi
2016	gbs				Gbesi Gbe
2017	gbu				Gagadu
2018	gbv				Gbanu
2019	gbw				Gabi-Gabi
2020	gbx				Eastern Xwla Gbe
2021	gby				Gbari
2022	gbz				Zoroastrian Dari
2023	gcc				Mali
2024	gcd				Ganggalida
2025	gce				Galice
2026	gcf				Guadeloupean Creole French
2027	gcl				Grenadian Creole English
2028	gcn				Gaina
2029	gcr				Guianese Creole French
2030	gct				Colonia Tovar German
2031	gda				Gade Lohar
2032	gdb				Pottangi Ollar Gadaba
2033	gdc				Gugu Badhun
2034	gdd				Gedaged
2035	gde				Gude
2036	gdf				Guduf-Gava
2037	gdg				Ga'dang
2038	gdh				Gadjerawang
2039	gdi				Gundi
2040	gdj				Gurdjar
2041	gdk				Gadang
2042	gdl				Dirasha
2043	gdm				Laal
2044	gdn				Umanakaina
2045	gdo				Ghodoberi
2046	gdq				Mehri
2047	gdr				Wipi
2048	gds				Ghandruk Sign Language
2049	gdt				Kungardutyi
2050	gdu				Gudu
2051	gdx				Godwari
2052	gea				Geruma
2053	geb				Kire
2054	gec				Gboloo Grebo
2055	ged				Gade
2056	gef				Gerai
2057	geg				Gengle
2058	geh				Hutterite German
2059	gei				Gebe
2060	gej				Gen
2061	gek				Ywom
2062	gel				ut-Ma'in
2063	geq				Geme
2064	ges				Geser-Gorom
2065	gev				Eviya
2066	gew				Gera
2067	gex				Garre
2068	gey				Enya
2069	gez	gez	gez		Geez
2070	gfk				Patpatar
2071	gft				Gafat
2072	gga				Gao
2073	ggb				Gbii
2074	ggd				Gugadj
2075	gge				Gurr-goni
2076	ggg				Gurgula
2077	ggk				Kungarakany
2078	ggl				Ganglau
2079	ggt				Gitua
2080	ggu				Gagu
2081	ggw				Gogodala
2082	gha				Ghadamès
2083	ghc				Hiberno-Scottish Gaelic
2084	ghe				Southern Ghale
2085	ghh				Northern Ghale
2086	ghk				Geko Karen
2087	ghl				Ghulfan
2088	ghn				Ghanongga
2089	gho				Ghomara
2090	ghr				Ghera
2091	ghs				Guhu-Samane
2092	ght				Kuke
2093	gia				Kija
2094	gib				Gibanawa
2095	gic				Gail
2096	gid				Gidar
2097	gie				Gaɓogbo
2098	gig				Goaria
2099	gih				Githabul
2100	gil	gil	gil		Gilbertese
2101	gim				Gimi (Eastern Highlands)
2102	gin				Hinukh
2103	gip				Gimi (West New Britain)
2104	giq				Green Gelao
2105	gir				Red Gelao
2106	gis				North Giziga
2107	git				Gitxsan
2108	giu				Mulao
2109	giw				White Gelao
2110	gix				Gilima
2111	giy				Giyug
2112	giz				South Giziga
2113	gji				Geji
2114	gjk				Kachi Koli
2115	gjm				Gunditjmara
2116	gjn				Gonja
2117	gjr				Gurindji Kriol
2118	gju				Gujari
2119	gka				Guya
2120	gkd				Magɨ (Madang Province)
2121	gke				Ndai
2122	gkn				Gokana
2123	gko				Kok-Nar
2124	gkp				Guinea Kpelle
2125	gku				ǂUngkue
2126	gla	gla	gla	gd	Scottish Gaelic
2127	glc				Bon Gula
2128	gld				Nanai
2129	gle	gle	gle	ga	Irish
2130	glg	glg	glg	gl	Galician
2131	glh				Northwest Pashai
2132	glj				Gula Iro
2133	glk				Gilaki
2134	gll				Garlali
2135	glo				Galambu
2136	glr				Glaro-Twabo
2137	glu				Gula (Chad)
2138	glv	glv	glv	gv	Manx
2139	glw				Glavda
2140	gly				Gule
2141	gma				Gambera
2142	gmb				Gula'alaa
2143	gmd				Mághdì
2144	gmg				Magɨyi
2145	gmh	gmh	gmh		Middle High German (ca. 1050-1500)
2146	gml				Middle Low German
2147	gmm				Gbaya-Mbodomo
2148	gmn				Gimnime
2149	gmr				Mirning
2150	gmu				Gumalu
2151	gmv				Gamo
2152	gmx				Magoma
2153	gmy				Mycenaean Greek
2154	gmz				Mgbolizhia
2155	gna				Kaansa
2156	gnb				Gangte
2157	gnc				Guanche
2158	gnd				Zulgo-Gemzek
2159	gne				Ganang
2160	gng				Ngangam
2161	gnh				Lere
2162	gni				Gooniyandi
2163	gnj				Ngen
2164	gnk				ǁGana
2165	gnl				Gangulu
2166	gnm				Ginuman
2167	gnn				Gumatj
2168	gno				Northern Gondi
2169	gnq				Gana
2170	gnr				Gureng Gureng
2171	gnt				Guntai
2172	gnu				Gnau
2173	gnw				Western Bolivian Guaraní
2174	gnz				Ganzi
2175	goa				Guro
2176	gob				Playero
2177	goc				Gorakor
2178	god				Godié
2179	goe				Gongduk
2180	gof				Gofa
2181	gog				Gogo
2182	goh	goh	goh		Old High German (ca. 750-1050)
2183	goi				Gobasi
2184	goj				Gowlan
2185	gok				Gowli
2186	gol				Gola
2187	gom				Goan Konkani
2188	gon	gon	gon		Gondi
2189	goo				Gone Dau
2190	gop				Yeretuar
2191	goq				Gorap
2192	gor	gor	gor		Gorontalo
2193	gos				Gronings
2194	got	got	got		Gothic
2195	gou				Gavar
2196	gow				Gorowa
2197	gox				Gobu
2198	goy				Goundo
2199	goz				Gozarkhani
2200	gpa				Gupa-Abawa
2201	gpe				Ghanaian Pidgin English
2202	gpn				Taiap
2203	gqa				Ga'anda
2204	gqi				Guiqiong
2205	gqn				Guana (Brazil)
2206	gqr				Gor
2207	gqu				Qau
2208	gra				Rajput Garasia
2209	grb	grb	grb		Grebo
2210	grc	grc	grc		Ancient Greek (to 1453)
2211	grd				Guruntum-Mbaaru
2212	grg				Madi
2213	grh				Gbiri-Niragu
2214	gri				Ghari
2215	grj				Southern Grebo
2216	grm				Kota Marudu Talantang
2217	grn	grn	grn	gn	Guarani
2218	gro				Groma
2219	grq				Gorovu
2220	grr				Taznatit
2221	grs				Gresi
2222	grt				Garo
2223	gru				Kistane
2224	grv				Central Grebo
2225	grw				Gweda
2226	grx				Guriaso
2227	gry				Barclayville Grebo
2228	grz				Guramalum
2229	gse				Ghanaian Sign Language
2230	gsg				German Sign Language
2231	gsl				Gusilay
2232	gsm				Guatemalan Sign Language
2233	gsn				Nema
2234	gso				Southwest Gbaya
2235	gsp				Wasembo
2236	gss				Greek Sign Language
2237	gsw	gsw	gsw		Swiss German
2238	gta				Guató
2239	gtu				Aghu-Tharnggala
2240	gua				Shiki
2241	gub				Guajajára
2242	guc				Wayuu
2243	gud				Yocoboué Dida
2244	gue				Gurindji
2245	guf				Gupapuyngu
2246	gug				Paraguayan Guaraní
2247	guh				Guahibo
2248	gui				Eastern Bolivian Guaraní
2249	guj	guj	guj	gu	Gujarati
2250	guk				Gumuz
2251	gul				Sea Island Creole English
2252	gum				Guambiano
2253	gun				Mbyá Guaraní
2254	guo				Guayabero
2255	gup				Gunwinggu
2256	guq				Aché
2257	gur				Farefare
2258	gus				Guinean Sign Language
2259	gut				Maléku Jaíka
2260	guu				Yanomamö
2261	guw				Gun
2262	gux				Gourmanchéma
2263	guz				Gusii
2264	gva				Guana (Paraguay)
2265	gvc				Guanano
2266	gve				Duwet
2267	gvf				Golin
2268	gvj				Guajá
2269	gvl				Gulay
2270	gvm				Gurmana
2271	gvn				Kuku-Yalanji
2272	gvo				Gavião Do Jiparaná
2273	gvp				Pará Gavião
2274	gvr				Gurung
2275	gvs				Gumawana
2276	gvy				Guyani
2277	gwa				Mbato
2278	gwb				Gwa
2279	gwc				Gawri
2280	gwd				Gawwada
2281	gwe				Gweno
2282	gwf				Gowro
2283	gwg				Moo
2284	gwi	gwi	gwi		Gwichʼin
2285	gwj				ǀGwi
2286	gwm				Awngthim
2287	gwn				Gwandara
2288	gwr				Gwere
2289	gwt				Gawar-Bati
2290	gwu				Guwamu
2291	gww				Kwini
2292	gwx				Gua
2293	gxx				Wè Southern
2294	gya				Northwest Gbaya
2295	gyb				Garus
2296	gyd				Kayardild
2297	gye				Gyem
2298	gyf				Gungabula
2299	gyg				Gbayi
2300	gyi				Gyele
2301	gyl				Gayil
2302	gym				Ngäbere
2303	gyn				Guyanese Creole English
2304	gyo				Gyalsumdo
2305	gyr				Guarayu
2306	gyy				Gunya
2307	gza				Ganza
2308	gzi				Gazi
2309	gzn				Gane
2310	haa				Han
2311	hab				Hanoi Sign Language
2312	hac				Gurani
2313	had				Hatam
2314	hae				Eastern Oromo
2315	haf				Haiphong Sign Language
2316	hag				Hanga
2317	hah				Hahon
2318	hai	hai	hai		Haida
2319	haj				Hajong
2320	hak				Hakka Chinese
2321	hal				Halang
2322	ham				Hewa
2323	han				Hangaza
2324	hao				Hakö
2325	hap				Hupla
2326	haq				Ha
2327	har				Harari
2328	has				Haisla
2329	hat	hat	hat	ht	Haitian
2330	hau	hau	hau	ha	Hausa
2331	hav				Havu
2332	haw	haw	haw		Hawaiian
2333	hax				Southern Haida
2334	hay				Haya
2335	haz				Hazaragi
2336	hba				Hamba
2337	hbb				Huba
2338	hbn				Heiban
2339	hbo				Ancient Hebrew
2340	hbs			sh	Serbo-Croatian
2341	hbu				Habu
2342	hca				Andaman Creole Hindi
2343	hch				Huichol
2344	hdn				Northern Haida
2345	hds				Honduras Sign Language
2346	hdy				Hadiyya
2347	hea				Northern Qiandong Miao
2348	heb	heb	heb	he	Hebrew
2349	hed				Herdé
2350	heg				Helong
2351	heh				Hehe
2352	hei				Heiltsuk
2353	hem				Hemba
2354	her	her	her	hz	Herero
2355	hgm				Haiǁom
2356	hgw				Haigwai
2357	hhi				Hoia Hoia
2358	hhr				Kerak
2359	hhy				Hoyahoya
2360	hia				Lamang
2361	hib				Hibito
2362	hid				Hidatsa
2363	hif				Fiji Hindi
2364	hig				Kamwe
2365	hih				Pamosu
2366	hii				Hinduri
2367	hij				Hijuk
2368	hik				Seit-Kaitetu
2369	hil	hil	hil		Hiligaynon
2370	hin	hin	hin	hi	Hindi
2371	hio				Tsoa
2372	hir				Himarimã
2373	hit	hit	hit		Hittite
2374	hiw				Hiw
2375	hix				Hixkaryána
2376	hji				Haji
2377	hka				Kahe
2378	hke				Hunde
2379	hkk				Hunjara-Kaina Ke
2380	hkn				Mel-Khaonh
2381	hks				Hong Kong Sign Language
2382	hla				Halia
2383	hlb				Halbi
2384	hld				Halang Doan
2385	hle				Hlersu
2386	hlt				Matu Chin
2387	hlu				Hieroglyphic Luwian
2388	hma				Southern Mashan Hmong
2389	hmb				Humburi Senni Songhay
2390	hmc				Central Huishui Hmong
2391	hmd				Large Flowery Miao
2392	hme				Eastern Huishui Hmong
2393	hmf				Hmong Don
2394	hmg				Southwestern Guiyang Hmong
2395	hmh				Southwestern Huishui Hmong
2396	hmi				Northern Huishui Hmong
2397	hmj				Ge
2398	hmk				Maek
2399	hml				Luopohe Hmong
2400	hmm				Central Mashan Hmong
2401	hmn	hmn	hmn		Hmong
2402	hmo	hmo	hmo	ho	Hiri Motu
2403	hmp				Northern Mashan Hmong
2404	hmq				Eastern Qiandong Miao
2405	hmr				Hmar
2406	hms				Southern Qiandong Miao
2407	hmt				Hamtai
2408	hmu				Hamap
2409	hmv				Hmong Dô
2410	hmw				Western Mashan Hmong
2411	hmy				Southern Guiyang Hmong
2412	hmz				Hmong Shua
2413	hna				Mina (Cameroon)
2414	hnd				Southern Hindko
2415	hne				Chhattisgarhi
2416	hng				Hungu
2417	hnh				ǁAni
2418	hni				Hani
2419	hnj				Hmong Njua
2420	hnn				Hanunoo
2421	hno				Northern Hindko
2422	hns				Caribbean Hindustani
2423	hnu				Hung
2424	hoa				Hoava
2425	hob				Mari (Madang Province)
2426	hoc				Ho
2427	hod				Holma
2428	hoe				Horom
2429	hoh				Hobyót
2430	hoi				Holikachuk
2431	hoj				Hadothi
2432	hol				Holu
2433	hom				Homa
2434	hoo				Holoholo
2435	hop				Hopi
2436	hor				Horo
2437	hos				Ho Chi Minh City Sign Language
2438	hot				Hote
2439	hov				Hovongan
2440	how				Honi
2441	hoy				Holiya
2442	hoz				Hozo
2443	hpo				Hpon
2444	hps				Hawai'i Sign Language (HSL)
2445	hra				Hrangkhol
2446	hrc				Niwer Mil
2447	hre				Hre
2448	hrk				Haruku
2449	hrm				Horned Miao
2450	hro				Haroi
2451	hrp				Nhirrpi
2452	hrt				Hértevin
2453	hru				Hruso
2454	hrv	hrv	hrv	hr	Croatian
2455	hrw				Warwar Feni
2456	hrx				Hunsrik
2457	hrz				Harzani
2458	hsb	hsb	hsb		Upper Sorbian
2459	hsh				Hungarian Sign Language
2460	hsl				Hausa Sign Language
2461	hsn				Xiang Chinese
2462	hss				Harsusi
2463	hti				Hoti
2464	hto				Minica Huitoto
2465	hts				Hadza
2466	htu				Hitu
2467	htx				Middle Hittite
2468	hub				Huambisa
2469	huc				ǂHua
2470	hud				Huaulu
2471	hue				San Francisco Del Mar Huave
2472	huf				Humene
2473	hug				Huachipaeri
2474	huh				Huilliche
2475	hui				Huli
2476	huj				Northern Guiyang Hmong
2477	huk				Hulung
2478	hul				Hula
2479	hum				Hungana
2480	hun	hun	hun	hu	Hungarian
2481	huo				Hu
2482	hup	hup	hup		Hupa
2483	huq				Tsat
2484	hur				Halkomelem
2485	hus				Huastec
2486	hut				Humla
2487	huu				Murui Huitoto
2488	huv				San Mateo Del Mar Huave
2489	huw				Hukumina
2490	hux				Nüpode Huitoto
2491	huy				Hulaulá
2492	huz				Hunzib
2493	hvc				Haitian Vodoun Culture Language
2494	hve				San Dionisio Del Mar Huave
2495	hvk				Haveke
2496	hvn				Sabu
2497	hvv				Santa María Del Mar Huave
2498	hwa				Wané
2499	hwc				Hawai'i Creole English
2500	hwo				Hwana
2501	hya				Hya
2502	hye	arm	hye	hy	Armenian
2503	hyw				Western Armenian
2504	iai				Iaai
2505	ian				Iatmul
2506	iar				Purari
2507	iba	iba	iba		Iban
2508	ibb				Ibibio
2509	ibd				Iwaidja
2510	ibe				Akpes
2511	ibg				Ibanag
2512	ibh				Bih
2513	ibl				Ibaloi
2514	ibm				Agoi
2515	ibn				Ibino
2516	ibo	ibo	ibo	ig	Igbo
2517	ibr				Ibuoro
2518	ibu				Ibu
2519	iby				Ibani
2520	ica				Ede Ica
2521	ich				Etkywan
2522	icl				Icelandic Sign Language
2523	icr				Islander Creole English
2524	ida				Idakho-Isukha-Tiriki
2525	idb				Indo-Portuguese
2526	idc				Idon
2527	idd				Ede Idaca
2528	ide				Idere
2529	idi				Idi
2530	ido	ido	ido	io	Ido
2531	idr				Indri
2532	ids				Idesa
2533	idt				Idaté
2534	idu				Idoma
2535	ifa				Amganad Ifugao
2536	ifb				Batad Ifugao
2537	ife				Ifè
2538	iff				Ifo
2539	ifk				Tuwali Ifugao
2540	ifm				Teke-Fuumu
2541	ifu				Mayoyao Ifugao
2542	ify				Keley-I Kallahan
2543	igb				Ebira
2544	ige				Igede
2545	igg				Igana
2546	igl				Igala
2547	igm				Kanggape
2548	ign				Ignaciano
2549	igo				Isebe
2550	igs				Interglossa
2551	igw				Igwe
2552	ihb				Iha Based Pidgin
2553	ihi				Ihievbe
2554	ihp				Iha
2555	ihw				Bidhawal
2556	iii	iii	iii	ii	Sichuan Yi
2557	iin				Thiin
2558	ijc				Izon
2559	ije				Biseni
2560	ijj				Ede Ije
2561	ijn				Kalabari
2562	ijs				Southeast Ijo
2563	ike				Eastern Canadian Inuktitut
2564	iki				Iko
2565	ikk				Ika
2566	ikl				Ikulu
2567	iko				Olulumo-Ikom
2568	ikp				Ikpeshi
2569	ikr				Ikaranggal
2570	iks				Inuit Sign Language
2571	ikt				Inuinnaqtun
2572	iku	iku	iku	iu	Inuktitut
2573	ikv				Iku-Gora-Ankwa
2574	ikw				Ikwere
2575	ikx				Ik
2576	ikz				Ikizu
2577	ila				Ile Ape
2578	ilb				Ila
2579	ile	ile	ile	ie	Interlingue
2580	ilg				Garig-Ilgar
2581	ili				Ili Turki
2582	ilk				Ilongot
2583	ilm				Iranun (Malaysia)
2584	ilo	ilo	ilo		Iloko
2585	ilp				Iranun (Philippines)
2586	ils				International Sign
2587	ilu				Ili'uun
2588	ilv				Ilue
2589	ima				Mala Malasar
2590	imi				Anamgura
2591	iml				Miluk
2592	imn				Imonda
2593	imo				Imbongu
2594	imr				Imroing
2595	ims				Marsian
2596	imy				Milyan
2597	ina	ina	ina	ia	Interlingua (International Auxiliary Language Association)
2598	inb				Inga
2599	ind	ind	ind	id	Indonesian
2600	ing				Degexit'an
2601	inh	inh	inh		Ingush
2602	inj				Jungle Inga
2603	inl				Indonesian Sign Language
2604	inm				Minaean
2605	inn				Isinai
2606	ino				Inoke-Yate
2607	inp				Iñapari
2608	ins				Indian Sign Language
2609	int				Intha
2610	inz				Ineseño
2611	ior				Inor
2612	iou				Tuma-Irumu
2613	iow				Iowa-Oto
2614	ipi				Ipili
2615	ipk	ipk	ipk	ik	Inupiaq
2616	ipo				Ipiko
2617	iqu				Iquito
2618	iqw				Ikwo
2619	ire				Iresim
2620	irh				Irarutu
2621	iri				Rigwe
2622	irk				Iraqw
2623	irn				Irántxe
2624	irr				Ir
2625	iru				Irula
2626	irx				Kamberau
2627	iry				Iraya
2628	isa				Isabi
2629	isc				Isconahua
2630	isd				Isnag
2631	ise				Italian Sign Language
2632	isg				Irish Sign Language
2633	ish				Esan
2634	isi				Nkem-Nkum
2635	isk				Ishkashimi
2636	isl	ice	isl	is	Icelandic
2637	ism				Masimasi
2638	isn				Isanzu
2639	iso				Isoko
2640	isr				Israeli Sign Language
2641	ist				Istriot
2642	isu				Isu (Menchum Division)
2643	ita	ita	ita	it	Italian
2644	itb				Binongan Itneg
2645	itd				Southern Tidung
2646	ite				Itene
2647	iti				Inlaod Itneg
2648	itk				Judeo-Italian
2649	itl				Itelmen
2650	itm				Itu Mbon Uzo
2651	ito				Itonama
2652	itr				Iteri
2653	its				Isekiri
2654	itt				Maeng Itneg
2655	itv				Itawit
2656	itw				Ito
2657	itx				Itik
2658	ity				Moyadan Itneg
2659	itz				Itzá
2660	ium				Iu Mien
2661	ivb				Ibatan
2662	ivv				Ivatan
2663	iwk				I-Wak
2664	iwm				Iwam
2665	iwo				Iwur
2666	iws				Sepik Iwam
2667	ixc				Ixcatec
2668	ixl				Ixil
2669	iya				Iyayu
2670	iyo				Mesaka
2671	iyx				Yaka (Congo)
2672	izh				Ingrian
2673	izr				Izere
2674	izz				Izii
2675	jaa				Jamamadí
2676	jab				Hyam
2677	jac				Popti'
2678	jad				Jahanka
2679	jae				Yabem
2680	jaf				Jara
2681	jah				Jah Hut
2682	jaj				Zazao
2683	jak				Jakun
2684	jal				Yalahatan
2685	jam				Jamaican Creole English
2686	jan				Jandai
2687	jao				Yanyuwa
2688	jaq				Yaqay
2689	jas				New Caledonian Javanese
2690	jat				Jakati
2691	jau				Yaur
2692	jav	jav	jav	jv	Javanese
2693	jax				Jambi Malay
2694	jay				Yan-nhangu
2695	jaz				Jawe
2696	jbe				Judeo-Berber
2697	jbi				Badjiri
2698	jbj				Arandai
2699	jbk				Barikewa
2700	jbn				Nafusi
2701	jbo	jbo	jbo		Lojban
2702	jbr				Jofotek-Bromnya
2703	jbt				Jabutí
2704	jbu				Jukun Takum
2705	jbw				Yawijibaya
2706	jcs				Jamaican Country Sign Language
2707	jct				Krymchak
2708	jda				Jad
2709	jdg				Jadgali
2710	jdt				Judeo-Tat
2711	jeb				Jebero
2712	jee				Jerung
2713	jeh				Jeh
2714	jei				Yei
2715	jek				Jeri Kuo
2716	jel				Yelmek
2717	jen				Dza
2718	jer				Jere
2719	jet				Manem
2720	jeu				Jonkor Bourmataguil
2721	jgb				Ngbee
2722	jge				Judeo-Georgian
2723	jgk				Gwak
2724	jgo				Ngomba
2725	jhi				Jehai
2726	jhs				Jhankot Sign Language
2727	jia				Jina
2728	jib				Jibu
2729	jic				Tol
2730	jid				Bu
2731	jie				Jilbe
2732	jig				Jingulu
2733	jih				sTodsde
2734	jii				Jiiddu
2735	jil				Jilim
2736	jim				Jimi (Cameroon)
2737	jio				Jiamao
2738	jiq				Guanyinqiao
2739	jit				Jita
2740	jiu				Youle Jinuo
2741	jiv				Shuar
2742	jiy				Buyuan Jinuo
2743	jje				Jejueo
2744	jjr				Bankal
2745	jka				Kaera
2746	jkm				Mobwa Karen
2747	jko				Kubo
2748	jkp				Paku Karen
2749	jkr				Koro (India)
2750	jku				Labir
2751	jle				Ngile
2752	jls				Jamaican Sign Language
2753	jma				Dima
2754	jmb				Zumbun
2755	jmc				Machame
2756	jmd				Yamdena
2757	jmi				Jimi (Nigeria)
2758	jml				Jumli
2759	jmn				Makuri Naga
2760	jmr				Kamara
2761	jms				Mashi (Nigeria)
2762	jmw				Mouwase
2763	jmx				Western Juxtlahuaca Mixtec
2764	jna				Jangshung
2765	jnd				Jandavra
2766	jng				Yangman
2767	jni				Janji
2768	jnj				Yemsa
2769	jnl				Rawat
2770	jns				Jaunsari
2771	job				Joba
2772	jod				Wojenaka
2773	jog				Jogi
2774	jor				Jorá
2775	jos				Jordanian Sign Language
2776	jow				Jowulu
2777	jpa				Jewish Palestinian Aramaic
2778	jpn	jpn	jpn	ja	Japanese
2779	jpr	jpr	jpr		Judeo-Persian
2780	jqr				Jaqaru
2781	jra				Jarai
2782	jrb	jrb	jrb		Judeo-Arabic
2783	jrr				Jiru
2784	jrt				Jorto
2785	jru				Japrería
2786	jsl				Japanese Sign Language
2787	jua				Júma
2788	jub				Wannu
2789	juc				Jurchen
2790	jud				Worodougou
2791	juh				Hõne
2792	jui				Ngadjuri
2793	juk				Wapan
2794	jul				Jirel
2795	jum				Jumjum
2796	jun				Juang
2797	juo				Jiba
2798	jup				Hupdë
2799	jur				Jurúna
2800	jus				Jumla Sign Language
2801	jut				Jutish
2802	juu				Ju
2803	juw				Wãpha
2804	juy				Juray
2805	jvd				Javindo
2806	jvn				Caribbean Javanese
2807	jwi				Jwira-Pepesa
2808	jya				Jiarong
2809	jye				Judeo-Yemeni Arabic
2810	jyy				Jaya
2811	kaa	kaa	kaa		Kara-Kalpak
2812	kab	kab	kab		Kabyle
2813	kac	kac	kac		Kachin
2814	kad				Adara
2815	kae				Ketangalan
2816	kaf				Katso
2817	kag				Kajaman
2818	kah				Kara (Central African Republic)
2819	kai				Karekare
2820	kaj				Jju
2821	kak				Kalanguya
2822	kal	kal	kal	kl	Kalaallisut
2823	kam	kam	kam		Kamba (Kenya)
2824	kan	kan	kan	kn	Kannada
2825	kao				Xaasongaxango
2826	kap				Bezhta
2827	kaq				Capanahua
2828	kas	kas	kas	ks	Kashmiri
2829	kat	geo	kat	ka	Georgian
2830	kau	kau	kau	kr	Kanuri
2831	kav				Katukína
2832	kaw	kaw	kaw		Kawi
2833	kax				Kao
2834	kay				Kamayurá
2835	kaz	kaz	kaz	kk	Kazakh
2836	kba				Kalarko
2837	kbb				Kaxuiâna
2838	kbc				Kadiwéu
2839	kbd	kbd	kbd		Kabardian
2840	kbe				Kanju
2841	kbg				Khamba
2842	kbh				Camsá
2843	kbi				Kaptiau
2844	kbj				Kari
2845	kbk				Grass Koiari
2846	kbl				Kanembu
2847	kbm				Iwal
2848	kbn				Kare (Central African Republic)
2849	kbo				Keliko
2850	kbp				Kabiyè
2851	kbq				Kamano
2852	kbr				Kafa
2853	kbs				Kande
2854	kbt				Abadi
2855	kbu				Kabutra
2856	kbv				Dera (Indonesia)
2857	kbw				Kaiep
2858	kbx				Ap Ma
2859	kby				Manga Kanuri
2860	kbz				Duhwa
2861	kca				Khanty
2862	kcb				Kawacha
2863	kcc				Lubila
2864	kcd				Ngkâlmpw Kanum
2865	kce				Kaivi
2866	kcf				Ukaan
2867	kcg				Tyap
2868	kch				Vono
2869	kci				Kamantan
2870	kcj				Kobiana
2871	kck				Kalanga
2872	kcl				Kela (Papua New Guinea)
2873	kcm				Gula (Central African Republic)
2874	kcn				Nubi
2875	kco				Kinalakna
2876	kcp				Kanga
2877	kcq				Kamo
2878	kcr				Katla
2879	kcs				Koenoem
2880	kct				Kaian
2881	kcu				Kami (Tanzania)
2882	kcv				Kete
2883	kcw				Kabwari
2884	kcx				Kachama-Ganjule
2885	kcy				Korandje
2886	kcz				Konongo
2887	kda				Worimi
2888	kdc				Kutu
2889	kdd				Yankunytjatjara
2890	kde				Makonde
2891	kdf				Mamusi
2892	kdg				Seba
2893	kdh				Tem
2894	kdi				Kumam
2895	kdj				Karamojong
2896	kdk				Numèè
2897	kdl				Tsikimba
2898	kdm				Kagoma
2899	kdn				Kunda
2900	kdp				Kaningdon-Nindem
2901	kdq				Koch
2902	kdr				Karaim
2903	kdt				Kuy
2904	kdu				Kadaru
2905	kdw				Koneraw
2906	kdx				Kam
2907	kdy				Keder
2908	kdz				Kwaja
2909	kea				Kabuverdianu
2910	keb				Kélé
2911	kec				Keiga
2912	ked				Kerewe
2913	kee				Eastern Keres
2914	kef				Kpessi
2915	keg				Tese
2916	keh				Keak
2917	kei				Kei
2918	kej				Kadar
2919	kek				Kekchí
2920	kel				Kela (Democratic Republic of Congo)
2921	kem				Kemak
2922	ken				Kenyang
2923	keo				Kakwa
2924	kep				Kaikadi
2925	keq				Kamar
2926	ker				Kera
2927	kes				Kugbo
2928	ket				Ket
2929	keu				Akebu
2930	kev				Kanikkaran
2931	kew				West Kewa
2932	kex				Kukna
2933	key				Kupia
2934	kez				Kukele
2935	kfa				Kodava
2936	kfb				Northwestern Kolami
2937	kfc				Konda-Dora
2938	kfd				Korra Koraga
2939	kfe				Kota (India)
2940	kff				Koya
2941	kfg				Kudiya
2942	kfh				Kurichiya
2943	kfi				Kannada Kurumba
2944	kfj				Kemiehua
2945	kfk				Kinnauri
2946	kfl				Kung
2947	kfm				Khunsari
2948	kfn				Kuk
2949	kfo				Koro (Côte d'Ivoire)
2950	kfp				Korwa
2951	kfq				Korku
2952	kfr				Kachhi
2953	kfs				Bilaspuri
2954	kft				Kanjari
2955	kfu				Katkari
2956	kfv				Kurmukar
2957	kfw				Kharam Naga
2958	kfx				Kullu Pahari
2959	kfy				Kumaoni
2960	kfz				Koromfé
2961	kga				Koyaga
2962	kgb				Kawe
2963	kge				Komering
2964	kgf				Kube
2965	kgg				Kusunda
2966	kgi				Selangor Sign Language
2967	kgj				Gamale Kham
2968	kgk				Kaiwá
2969	kgl				Kunggari
2970	kgm				Karipúna
2971	kgn				Karingani
2972	kgo				Krongo
2973	kgp				Kaingang
2974	kgq				Kamoro
2975	kgr				Abun
2976	kgs				Kumbainggar
2977	kgt				Somyev
2978	kgu				Kobol
2979	kgv				Karas
2980	kgw				Karon Dori
2981	kgx				Kamaru
2982	kgy				Kyerung
2983	kha	kha	kha		Khasi
2984	khb				Lü
2985	khc				Tukang Besi North
2986	khd				Bädi Kanum
2987	khe				Korowai
2988	khf				Khuen
2989	khg				Khams Tibetan
2990	khh				Kehu
2991	khj				Kuturmi
2992	khk				Halh Mongolian
2993	khl				Lusi
2994	khm	khm	khm	km	Khmer
2995	khn				Khandesi
2996	kho	kho	kho		Khotanese
2997	khp				Kapori
2998	khq				Koyra Chiini Songhay
2999	khr				Kharia
3000	khs				Kasua
3001	kht				Khamti
3002	khu				Nkhumbi
3003	khv				Khvarshi
3004	khw				Khowar
3005	khx				Kanu
3006	khy				Kele (Democratic Republic of Congo)
3007	khz				Keapara
3008	kia				Kim
3009	kib				Koalib
3010	kic				Kickapoo
3011	kid				Koshin
3012	kie				Kibet
3013	kif				Eastern Parbate Kham
3014	kig				Kimaama
