	Id	Part2B	Part2T	Part1	Ref_Name
5927	snc				Sinaugoro
5928	snd	snd	snd	sd	Sindhi
5929	sne				Bau Bidayuh
5930	snf				Noon
5931	sng				Sanga (Democratic Republic of Congo)
5932	sni				Sensi
5933	snj				Riverain Sango
5934	snk	snk	snk		Soninke
5935	snl				Sangil
5936	snm				Southern Ma'di
5937	snn				Siona
5938	sno				Snohomish
5939	snp				Siane
5940	snq				Sangu (Gabon)
5941	snr				Sihan
5942	sns				South West Bay
5943	snu				Senggi
5944	snv				Sa'ban
5945	snw				Selee
5946	snx				Sam
5947	sny				Saniyo-Hiyewe
5948	snz				Kou
5949	soa				Thai Song
5950	sob				Sobei
5951	soc				So (Democratic Republic of Congo)
5952	sod				Songoora
5953	soe				Songomeno
5954	sog	sog	sog		Sogdian
5955	soh				Aka
5956	soi				Sonha
5957	soj				Soi
5958	sok				Sokoro
5959	sol				Solos
5960	som	som	som	so	Somali
5961	soo				Songo
5962	sop				Songe
5963	soq				Kanasi
5964	sor				Somrai
5965	sos				Seeku
5966	sot	sot	sot	st	Southern Sotho
5967	sou				Southern Thai
5968	sov				Sonsorol
5969	sow				Sowanda
5970	sox				Swo
5971	soy				Miyobe
5972	soz				Temi
5973	spa	spa	spa	es	Spanish
5974	spb				Sepa (Indonesia)
5975	spc				Sapé
5976	spd				Saep
5977	spe				Sepa (Papua New Guinea)
5978	spg				Sian
5979	spi				Saponi
5980	spk				Sengo
5981	spl				Selepet
5982	spm				Akukem
5983	spn				Sanapaná
5984	spo				Spokane
5985	spp				Supyire Senoufo
5986	spq				Loreto-Ucayali Spanish
5987	spr				Saparua
5988	sps				Saposa
5989	spt				Spiti Bhoti
5990	spu				Sapuan
5991	spv				Sambalpuri
5992	spx				South Picene
5993	spy				Sabaot
5994	sqa				Shama-Sambuga
5995	sqh				Shau
5996	sqi	alb	sqi	sq	Albanian
5997	sqk				Albanian Sign Language
5998	sqm				Suma
5999	sqn				Susquehannock
6000	sqo				Sorkhei
6001	sqq				Sou
6002	sqr				Siculo Arabic
6003	sqs				Sri Lankan Sign Language
6004	sqt				Soqotri
6005	squ				Squamish
6006	sra				Saruga
6007	srb				Sora
6008	src				Logudorese Sardinian
6009	srd	srd	srd	sc	Sardinian
6010	sre				Sara
6011	srf				Nafi
6012	srg				Sulod
6013	srh				Sarikoli
6014	sri				Siriano
6015	srk				Serudung Murut
6016	srl				Isirawa
6017	srm				Saramaccan
6018	srn	srn	srn		Sranan Tongo
6019	sro				Campidanese Sardinian
6020	srp	srp	srp	sr	Serbian
6021	srq				Sirionó
6022	srr	srr	srr		Serer
6023	srs				Sarsi
6024	srt				Sauri
6025	sru				Suruí
6026	srv				Southern Sorsoganon
6027	srw				Serua
6028	srx				Sirmauri
6029	sry				Sera
6030	srz				Shahmirzadi
6031	ssb				Southern Sama
6032	ssc				Suba-Simbiti
6033	ssd				Siroi
6034	sse				Balangingi
6035	ssf				Thao
6036	ssg				Seimat
6037	ssh				Shihhi Arabic
6038	ssi				Sansi
6039	ssj				Sausi
6040	ssk				Sunam
6041	ssl				Western Sisaala
6042	ssm				Semnam
6043	ssn				Waata
6044	sso				Sissano
6045	ssp				Spanish Sign Language
6046	ssq				So'a
6047	ssr				Swiss-French Sign Language
6048	sss				Sô
6049	sst				Sinasina
6050	ssu				Susuami
6051	ssv				Shark Bay
6052	ssw	ssw	ssw	ss	Swati
6053	ssx				Samberigi
6054	ssy				Saho
6055	ssz				Sengseng
6056	sta				Settla
6057	stb				Northern Subanen
6058	std				Sentinel
6059	ste				Liana-Seti
6060	stf				Seta
6061	stg				Trieng
6062	sth				Shelta
6063	sti				Bulo Stieng
6064	stj				Matya Samo
6065	stk				Arammba
6066	stl				Stellingwerfs
6067	stm				Setaman
6068	stn				Owa
6069	sto				Stoney
6070	stp				Southeastern Tepehuan
6071	stq				Saterfriesisch
6072	str				Straits Salish
6073	sts				Shumashti
6074	stt				Budeh Stieng
6075	stu				Samtao
6076	stv				Silt'e
6077	stw				Satawalese
6078	sty				Siberian Tatar
6079	sua				Sulka
6080	sub				Suku
6081	suc				Western Subanon
6082	sue				Suena
6083	sug				Suganga
6084	sui				Suki
6085	suj				Shubi
6086	suk	suk	suk		Sukuma
6087	sun	sun	sun	su	Sundanese
6088	suq				Suri
6089	sur				Mwaghavul
6090	sus	sus	sus		Susu
6091	sut				Subtiaba
6092	suv				Puroik
6093	suw				Sumbwa
6094	sux	sux	sux		Sumerian
6095	suy				Suyá
6096	suz				Sunwar
6097	sva				Svan
6098	svb				Ulau-Suain
6099	svc				Vincentian Creole English
6100	sve				Serili
6101	svk				Slovakian Sign Language
6102	svm				Slavomolisano
6103	svs				Savosavo
6104	svx				Skalvian
6105	swa	swa	swa	sw	Swahili (macrolanguage)
6106	swb				Maore Comorian
6107	swc				Congo Swahili
6108	swe	swe	swe	sv	Swedish
6109	swf				Sere
6110	swg				Swabian
6111	swh				Swahili (individual language)
6112	swi				Sui
6113	swj				Sira
6114	swk				Malawi Sena
6115	swl				Swedish Sign Language
6116	swm				Samosa
6117	swn				Sawknah
6118	swo				Shanenawa
6119	swp				Suau
6120	swq				Sharwa
6121	swr				Saweru
6122	sws				Seluwasan
6123	swt				Sawila
6124	swu				Suwawa
6125	swv				Shekhawati
6126	sww				Sowa
6127	swx				Suruahá
6128	swy				Sarua
6129	sxb				Suba
6130	sxc				Sicanian
6131	sxe				Sighu
6132	sxg				Shuhi
6133	sxk				Southern Kalapuya
6134	sxl				Selian
6135	sxm				Samre
6136	sxn				Sangir
6137	sxo				Sorothaptic
6138	sxr				Saaroa
6139	sxs				Sasaru
6140	sxu				Upper Saxon
6141	sxw				Saxwe Gbe
6142	sya				Siang
6143	syb				Central Subanen
6144	syc	syc	syc		Classical Syriac
6145	syi				Seki
6146	syk				Sukur
6147	syl				Sylheti
6148	sym				Maya Samo
6149	syn				Senaya
6150	syo				Suoy
6151	syr	syr	syr		Syriac
6152	sys				Sinyar
6153	syw				Kagate
6154	syx				Samay
6155	syy				Al-Sayyid Bedouin Sign Language
6156	sza				Semelai
6157	szb				Ngalum
6158	szc				Semaq Beri
6159	szd				Seru
6160	sze				Seze
6161	szg				Sengele
6162	szl				Silesian
6163	szn				Sula
6164	szp				Suabo
6165	szs				Solomon Islands Sign Language
6166	szv				Isu (Fako Division)
6167	szw				Sawai
6168	szy				Sakizaya
6169	taa				Lower Tanana
6170	tab				Tabassaran
6171	tac				Lowland Tarahumara
6172	tad				Tause
6173	tae				Tariana
6174	taf				Tapirapé
6175	tag				Tagoi
6176	tah	tah	tah	ty	Tahitian
6177	taj				Eastern Tamang
6178	tak				Tala
6179	tal				Tal
6180	tam	tam	tam	ta	Tamil
6181	tan				Tangale
6182	tao				Yami
6183	tap				Taabwa
6184	taq				Tamasheq
6185	tar				Central Tarahumara
6186	tas				Tay Boi
6187	tat	tat	tat	tt	Tatar
6188	tau				Upper Tanana
6189	tav				Tatuyo
6190	taw				Tai
6191	tax				Tamki
6192	tay				Atayal
6193	taz				Tocho
6194	tba				Aikanã
6195	tbc				Takia
6196	tbd				Kaki Ae
6197	tbe				Tanimbili
6198	tbf				Mandara
6199	tbg				North Tairora
6200	tbh				Dharawal
6201	tbi				Gaam
6202	tbj				Tiang
6203	tbk				Calamian Tagbanwa
6204	tbl				Tboli
6205	tbm				Tagbu
6206	tbn				Barro Negro Tunebo
6207	tbo				Tawala
6208	tbp				Taworta
6209	tbr				Tumtum
6210	tbs				Tanguat
6211	tbt				Tembo (Kitembo)
6212	tbu				Tubar
6213	tbv				Tobo
6214	tbw				Tagbanwa
6215	tbx				Kapin
6216	tby				Tabaru
6217	tbz				Ditammari
6218	tca				Ticuna
6219	tcb				Tanacross
6220	tcc				Datooga
6221	tcd				Tafi
6222	tce				Southern Tutchone
6223	tcf				Malinaltepec Me'phaa
6224	tcg				Tamagario
6225	tch				Turks And Caicos Creole English
6226	tci				Wára
6227	tck				Tchitchege
6228	tcl				Taman (Myanmar)
6229	tcm				Tanahmerah
6230	tcn				Tichurong
6231	tco				Taungyo
6232	tcp				Tawr Chin
6233	tcq				Kaiy
6234	tcs				Torres Strait Creole
6235	tct				T'en
6236	tcu				Southeastern Tarahumara
6237	tcw				Tecpatlán Totonac
6238	tcx				Toda
6239	tcy				Tulu
6240	tcz				Thado Chin
6241	tda				Tagdal
6242	tdb				Panchpargania
6243	tdc				Emberá-Tadó
6244	tdd				Tai Nüa
6245	tde				Tiranige Diga Dogon
6246	tdf				Talieng
6247	tdg				Western Tamang
6248	tdh				Thulung
6249	tdi				Tomadino
6250	tdj				Tajio
6251	tdk				Tambas
6252	tdl				Sur
6253	tdm				Taruma
6254	tdn				Tondano
6255	tdo				Teme
6256	tdq				Tita
6257	tdr				Todrah
6258	tds				Doutai
6259	tdt				Tetun Dili
6260	tdv				Toro
6261	tdx				Tandroy-Mahafaly Malagasy
6262	tdy				Tadyawan
6263	tea				Temiar
6264	teb				Tetete
6265	tec				Terik
6266	ted				Tepo Krumen
6267	tee				Huehuetla Tepehua
6268	tef				Teressa
6269	teg				Teke-Tege
6270	teh				Tehuelche
6271	tei				Torricelli
6272	tek				Ibali Teke
6273	tel	tel	tel	te	Telugu
6274	tem	tem	tem		Timne
6275	ten				Tama (Colombia)
6276	teo				Teso
6277	tep				Tepecano
6278	teq				Temein
6279	ter	ter	ter		Tereno
6280	tes				Tengger
6281	tet	tet	tet		Tetum
6282	teu				Soo
6283	tev				Teor
6284	tew				Tewa (USA)
6285	tex				Tennet
6286	tey				Tulishi
6287	tez				Tetserret
6288	tfi				Tofin Gbe
6289	tfn				Tanaina
6290	tfo				Tefaro
6291	tfr				Teribe
6292	tft				Ternate
6293	tga				Sagalla
6294	tgb				Tobilung
6295	tgc				Tigak
6296	tgd				Ciwogai
6297	tge				Eastern Gorkha Tamang
6298	tgf				Chalikha
6299	tgh				Tobagonian Creole English
6300	tgi				Lawunuia
6301	tgj				Tagin
6302	tgk	tgk	tgk	tg	Tajik
6303	tgl	tgl	tgl	tl	Tagalog
6304	tgn				Tandaganon
6305	tgo				Sudest
6306	tgp				Tangoa
6307	tgq				Tring
6308	tgr				Tareng
6309	tgs				Nume
6310	tgt				Central Tagbanwa
6311	tgu				Tanggu
6312	tgv				Tingui-Boto
6313	tgw				Tagwana Senoufo
6314	tgx				Tagish
6315	tgy				Togoyo
6316	tgz				Tagalaka
6317	tha	tha	tha	th	Thai
6318	thd				Kuuk Thaayorre
6319	the				Chitwania Tharu
6320	thf				Thangmi
6321	thh				Northern Tarahumara
6322	thi				Tai Long
6323	thk				Tharaka
6324	thl				Dangaura Tharu
6325	thm				Aheu
6326	thn				Thachanadan
6327	thp				Thompson
6328	thq				Kochila Tharu
6329	thr				Rana Tharu
6330	ths				Thakali
6331	tht				Tahltan
6332	thu				Thuri
6333	thv				Tahaggart Tamahaq
6334	thw				Thudam
6335	thy				Tha
6336	thz				Tayart Tamajeq
6337	tia				Tidikelt Tamazight
6338	tic				Tira
6339	tif				Tifal
6340	tig	tig	tig		Tigre
6341	tih				Timugon Murut
6342	tii				Tiene
6343	tij				Tilung
6344	tik				Tikar
6345	til				Tillamook
6346	tim				Timbe
6347	tin				Tindi
6348	tio				Teop
6349	tip				Trimuris
6350	tiq				Tiéfo
6351	tir	tir	tir	ti	Tigrinya
6352	tis				Masadiit Itneg
6353	tit				Tinigua
6354	tiu				Adasen
6355	tiv	tiv	tiv		Tiv
6356	tiw				Tiwi
6357	tix				Southern Tiwa
6358	tiy				Tiruray
6359	tiz				Tai Hongjin
6360	tja				Tajuasohn
6361	tjg				Tunjung
6362	tji				Northern Tujia
6363	tjj				Tjungundji
6364	tjl				Tai Laing
6365	tjm				Timucua
6366	tjn				Tonjon
6367	tjo				Temacine Tamazight
6368	tjp				Tjupany
6369	tjs				Southern Tujia
6370	tju				Tjurruru
6371	tjw				Djabwurrung
6372	tka				Truká
6373	tkb				Buksa
6374	tkd				Tukudede
6375	tke				Takwane
6376	tkf				Tukumanféd
6377	tkg				Tesaka Malagasy
6378	tkl	tkl	tkl		Tokelau
6379	tkm				Takelma
6380	tkn				Toku-No-Shima
6381	tkp				Tikopia
6382	tkq				Tee
6383	tkr				Tsakhur
6384	tks				Takestani
6385	tkt				Kathoriya Tharu
6386	tku				Upper Necaxa Totonac
6387	tkv				Mur Pano
6388	tkw				Teanu
6389	tkx				Tangko
6390	tkz				Takua
6391	tla				Southwestern Tepehuan
6392	tlb				Tobelo
6393	tlc				Yecuatla Totonac
6394	tld				Talaud
6395	tlf				Telefol
6396	tlg				Tofanma
6397	tlh	tlh	tlh		Klingon
6398	tli	tli	tli		Tlingit
6399	tlj				Talinga-Bwisi
6400	tlk				Taloki
6401	tll				Tetela
6402	tlm				Tolomako
6403	tln				Talondo'
6404	tlo				Talodi
6405	tlp				Filomena Mata-Coahuitlán Totonac
6406	tlq				Tai Loi
6407	tlr				Talise
6408	tls				Tambotalo
6409	tlt				Sou Nama
6410	tlu				Tulehu
6411	tlv				Taliabu
6412	tlx				Khehek
6413	tly				Talysh
6414	tma				Tama (Chad)
6415	tmb				Katbol
6416	tmc				Tumak
6417	tmd				Haruai
6418	tme				Tremembé
6419	tmf				Toba-Maskoy
6420	tmg				Ternateño
6421	tmh	tmh	tmh		Tamashek
6422	tmi				Tutuba
6423	tmj				Samarokena
6424	tmk				Northwestern Tamang
6425	tml				Tamnim Citak
6426	tmm				Tai Thanh
6427	tmn				Taman (Indonesia)
6428	tmo				Temoq
6429	tmq				Tumleo
6430	tmr				Jewish Babylonian Aramaic (ca. 200-1200 CE)
6431	tms				Tima
6432	tmt				Tasmate
6433	tmu				Iau
6434	tmv				Tembo (Motembo)
6435	tmw				Temuan
6436	tmy				Tami
6437	tmz				Tamanaku
6438	tna				Tacana
6439	tnb				Western Tunebo
6440	tnc				Tanimuca-Retuarã
6441	tnd				Angosturas Tunebo
6442	tng				Tobanga
6443	tnh				Maiani
6444	tni				Tandia
6445	tnk				Kwamera
6446	tnl				Lenakel
6447	tnm				Tabla
6448	tnn				North Tanna
6449	tno				Toromono
6450	tnp				Whitesands
6451	tnq				Taino
6452	tnr				Ménik
6453	tns				Tenis
6454	tnt				Tontemboan
6455	tnu				Tay Khang
6456	tnv				Tangchangya
6457	tnw				Tonsawang
6458	tnx				Tanema
6459	tny				Tongwe
6460	tnz				Ten'edn
6461	tob				Toba
6462	toc				Coyutla Totonac
6463	tod				Toma
6464	tof				Gizrra
6465	tog	tog	tog		Tonga (Nyasa)
6466	toh				Gitonga
6467	toi				Tonga (Zambia)
6468	toj				Tojolabal
6469	tol				Tolowa
6470	tom				Tombulu
6471	ton	ton	ton	to	Tonga (Tonga Islands)
6472	too				Xicotepec De Juárez Totonac
6473	top				Papantla Totonac
6474	toq				Toposa
6475	tor				Togbo-Vara Banda
6476	tos				Highland Totonac
6477	tou				Tho
6478	tov				Upper Taromi
6479	tow				Jemez
6480	tox				Tobian
6481	toy				Topoiyo
6482	toz				To
6483	tpa				Taupota
6484	tpc				Azoyú Me'phaa
6485	tpe				Tippera
6486	tpf				Tarpia
6487	tpg				Kula
6488	tpi	tpi	tpi		Tok Pisin
6489	tpj				Tapieté
6490	tpk				Tupinikin
6491	tpl				Tlacoapa Me'phaa
6492	tpm				Tampulma
6493	tpn				Tupinambá
6494	tpo				Tai Pao
6495	tpp				Pisaflores Tepehua
6496	tpq				Tukpa
6497	tpr				Tuparí
6498	tpt				Tlachichilco Tepehua
6499	tpu				Tampuan
6500	tpv				Tanapag
6501	tpw				Tupí
6502	tpx				Acatepec Me'phaa
6503	tpy				Trumai
6504	tpz				Tinputz
6505	tqb				Tembé
6506	tql				Lehali
6507	tqm				Turumsa
6508	tqn				Tenino
6509	tqo				Toaripi
6510	tqp				Tomoip
6511	tqq				Tunni
6512	tqr				Torona
6513	tqt				Western Totonac
6514	tqu				Touo
6515	tqw				Tonkawa
6516	tra				Tirahi
6517	trb				Terebu
6518	trc				Copala Triqui
6519	trd				Turi
6520	tre				East Tarangan
6521	trf				Trinidadian Creole English
6522	trg				Lishán Didán
6523	trh				Turaka
6524	tri				Trió
6525	trj				Toram
6526	trl				Traveller Scottish
6527	trm				Tregami
6528	trn				Trinitario
6529	tro				Tarao Naga
6530	trp				Kok Borok
6531	trq				San Martín Itunyoso Triqui
6532	trr				Taushiro
6533	trs				Chicahuaxtla Triqui
6534	trt				Tunggare
6535	tru				Turoyo
6536	trv				Taroko
6537	trw				Torwali
6538	trx				Tringgus-Sembaan Bidayuh
6539	try				Turung
6540	trz				Torá
6541	tsa				Tsaangi
6542	tsb				Tsamai
6543	tsc				Tswa
6544	tsd				Tsakonian
6545	tse				Tunisian Sign Language
6546	tsg				Tausug
6547	tsh				Tsuvan
6548	tsi	tsi	tsi		Tsimshian
6549	tsj				Tshangla
6550	tsk				Tseku
6551	tsl				Ts'ün-Lao
6552	tsm				Turkish Sign Language
6553	tsn	tsn	tsn	tn	Tswana
6554	tso	tso	tso	ts	Tsonga
6555	tsp				Northern Toussian
6556	tsq				Thai Sign Language
6557	tsr				Akei
6558	tss				Taiwan Sign Language
6559	tst				Tondi Songway Kiini
6560	tsu				Tsou
6561	tsv				Tsogo
6562	tsw				Tsishingini
6563	tsx				Mubami
6564	tsy				Tebul Sign Language
6565	tsz				Purepecha
6566	tta				Tutelo
6567	ttb				Gaa
6568	ttc				Tektiteko
6569	ttd				Tauade
6570	tte				Bwanabwana
6571	ttf				Tuotomb
6572	ttg				Tutong
6573	tth				Upper Ta'oih
6574	tti				Tobati
6575	ttj				Tooro
6576	ttk				Totoro
6577	ttl				Totela
6578	ttm				Northern Tutchone
6579	ttn				Towei
6580	tto				Lower Ta'oih
6581	ttp				Tombelala
6582	ttq				Tawallammat Tamajaq
6583	ttr				Tera
6584	tts				Northeastern Thai
6585	ttt				Muslim Tat
6586	ttu				Torau
6587	ttv				Titan
6588	ttw				Long Wat
6589	tty				Sikaritai
6590	ttz				Tsum
6591	tua				Wiarumus
6592	tub				Tübatulabal
6593	tuc				Mutu
6594	tud				Tuxá
6595	tue				Tuyuca
6596	tuf				Central Tunebo
6597	tug				Tunia
6598	tuh				Taulil
6599	tui				Tupuri
6600	tuj				Tugutil
6601	tuk	tuk	tuk	tk	Turkmen
6602	tul				Tula
6603	tum	tum	tum		Tumbuka
6604	tun				Tunica
6605	tuo				Tucano
6606	tuq				Tedaga
6607	tur	tur	tur	tr	Turkish
6608	tus				Tuscarora
6609	tuu				Tututni
6610	tuv				Turkana
6611	tux				Tuxináwa
6612	tuy				Tugen
6613	tuz				Turka
6614	tva				Vaghua
6615	tvd				Tsuvadi
6616	tve				Te'un
6617	tvk				Southeast Ambrym
6618	tvl	tvl	tvl		Tuvalu
6619	tvm				Tela-Masbuar
6620	tvn				Tavoyan
6621	tvo				Tidore
6622	tvs				Taveta
6623	tvt				Tutsa Naga
6624	tvu				Tunen
6625	tvw				Sedoa
6626	tvx				Taivoan
6627	tvy				Timor Pidgin
6628	twa				Twana
6629	twb				Western Tawbuid
6630	twc				Teshenawa
6631	twd				Twents
6632	twe				Tewa (Indonesia)
6633	twf				Northern Tiwa
6634	twg				Tereweng
6635	twh				Tai Dón
6636	twi	twi	twi	tw	Twi
6637	twl				Tawara
6638	twm				Tawang Monpa
6639	twn				Twendi
6640	two				Tswapong
6641	twp				Ere
6642	twq				Tasawaq
6643	twr				Southwestern Tarahumara
6644	twt				Turiwára
6645	twu				Termanu
6646	tww				Tuwari
6647	twx				Tewe
6648	twy				Tawoyan
6649	txa				Tombonuo
6650	txb				Tokharian B
6651	txc				Tsetsaut
6652	txe				Totoli
6653	txg				Tangut
6654	txh				Thracian
6655	txi				Ikpeng
6656	txj				Tarjumo
6657	txm				Tomini
6658	txn				West Tarangan
6659	txo				Toto
6660	txq				Tii
6661	txr				Tartessian
6662	txs				Tonsea
6663	txt				Citak
6664	txu				Kayapó
6665	txx				Tatana
6666	txy				Tanosy Malagasy
6667	tya				Tauya
6668	tye				Kyanga
6669	tyh				O'du
6670	tyi				Teke-Tsaayi
6671	tyj				Tai Do
6672	tyl				Thu Lao
6673	tyn				Kombai
6674	typ				Thaypan
6675	tyr				Tai Daeng
6676	tys				Tày Sa Pa
6677	tyt				Tày Tac
6678	tyu				Kua
6679	tyv	tyv	tyv		Tuvinian
6680	tyx				Teke-Tyee
6681	tyz				Tày
6682	tza				Tanzanian Sign Language
6683	tzh				Tzeltal
6684	tzj				Tz'utujil
6685	tzl				Talossan
6686	tzm				Central Atlas Tamazight
6687	tzn				Tugun
6688	tzo				Tzotzil
6689	tzx				Tabriak
6690	uam				Uamué
6691	uan				Kuan
6692	uar				Tairuma
6693	uba				Ubang
6694	ubi				Ubi
6695	ubl				Buhi'non Bikol
6696	ubr				Ubir
6697	ubu				Umbu-Ungu
6698	uby				Ubykh
6699	uda				Uda
6700	ude				Udihe
6701	udg				Muduga
6702	udi				Udi
6703	udj				Ujir
6704	udl				Wuzlam
6705	udm	udm	udm		Udmurt
6706	udu				Uduk
6707	ues				Kioko
6708	ufi				Ufim
6709	uga	uga	uga		Ugaritic
6710	ugb				Kuku-Ugbanh
6711	uge				Ughele
6712	ugn				Ugandan Sign Language
6713	ugo				Ugong
6714	ugy				Uruguayan Sign Language
6715	uha				Uhami
6716	uhn				Damal
6717	uig	uig	uig	ug	Uighur
6718	uis				Uisai
6719	uiv				Iyive
6720	uji				Tanjijili
6721	uka				Kaburi
6722	ukg				Ukuriguma
6723	ukh				Ukhwejo
6724	uki				Kui (India)
6725	ukk				Muak Sa-aak
6726	ukl				Ukrainian Sign Language
6727	ukp				Ukpe-Bayobiri
6728	ukq				Ukwa
6729	ukr	ukr	ukr	uk	Ukrainian
6730	uks				Urubú-Kaapor Sign Language
6731	uku				Ukue
6732	ukv				Kuku
6733	ukw				Ukwuani-Aboh-Ndoni
6734	uky				Kuuk-Yak
6735	ula				Fungwa
6736	ulb				Ulukwumi
6737	ulc				Ulch
6738	ule				Lule
6739	ulf				Usku
6740	uli				Ulithian
6741	ulk				Meriam Mir
6742	ull				Ullatan
6743	ulm				Ulumanda'
6744	uln				Unserdeutsch
6745	ulu				Uma' Lung
6746	ulw				Ulwa
6747	uma				Umatilla
6748	umb	umb	umb		Umbundu
6749	umc				Marrucinian
6750	umd				Umbindhamu
6751	umg				Morrobalama
6752	umi				Ukit
6753	umm				Umon
6754	umn				Makyan Naga
6755	umo				Umotína
6756	ump				Umpila
6757	umr				Umbugarla
6758	ums				Pendau
6759	umu				Munsee
6760	una				North Watut
6761	und	und	und		Undetermined
6762	une				Uneme
6763	ung				Ngarinyin
6764	unk				Enawené-Nawé
6765	unm				Unami
6766	unn				Kurnai
6767	unr				Mundari
6768	unu				Unubahe
6769	unx				Munda
6770	unz				Unde Kaili
6771	upi				Umeda
6772	upv				Uripiv-Wala-Rano-Atchin
6773	ura				Urarina
6774	urb				Urubú-Kaapor
6775	urc				Urningangg
6776	urd	urd	urd	ur	Urdu
6777	ure				Uru
6778	urf				Uradhi
6779	urg				Urigina
6780	urh				Urhobo
6781	uri				Urim
6782	urk				Urak Lawoi'
6783	url				Urali
6784	urm				Urapmin
6785	urn				Uruangnirin
6786	uro				Ura (Papua New Guinea)
6787	urp				Uru-Pa-In
6788	urr				Lehalurup
6789	urt				Urat
6790	uru				Urumi
6791	urv				Uruava
6792	urw				Sop
6793	urx				Urimo
6794	ury				Orya
6795	urz				Uru-Eu-Wau-Wau
6796	usa				Usarufa
6797	ush				Ushojo
6798	usi				Usui
6799	usk				Usaghade
6800	usp				Uspanteco
6801	uss				us-Saare
6802	usu				Uya
6803	uta				Otank
6804	ute				Ute-Southern Paiute
6805	uth				ut-Hun
6806	utp				Amba (Solomon Islands)
6807	utr				Etulo
6808	utu				Utu
6809	uum				Urum
6810	uun				Kulon-Pazeh
6811	uur				Ura (Vanuatu)
6812	uuu				U
6813	uve				West Uvean
6814	uvh				Uri
6815	uvl				Lote
6816	uwa				Kuku-Uwanh
6817	uya				Doko-Uyanga
6818	uzb	uzb	uzb	uz	Uzbek
6819	uzn				Northern Uzbek
6820	uzs				Southern Uzbek
6821	vaa				Vaagri Booli
6822	vae				Vale
6823	vaf				Vafsi
6824	vag				Vagla
6825	vah				Varhadi-Nagpuri
6826	vai	vai	vai		Vai
6827	vaj				Sekele
6828	val				Vehes
6829	vam				Vanimo
6830	van				Valman
6831	vao				Vao
6832	vap				Vaiphei
6833	var				Huarijio
6834	vas				Vasavi
6835	vau				Vanuma
6836	vav				Varli
6837	vay				Wayu
6838	vbb				Southeast Babar
6839	vbk				Southwestern Bontok
6840	vec				Venetian
6841	ved				Veddah
6842	vel				Veluws
6843	vem				Vemgo-Mabas
6844	ven	ven	ven	ve	Venda
6845	veo				Ventureño
6846	vep				Veps
6847	ver				Mom Jango
6848	vgr				Vaghri
6849	vgt				Vlaamse Gebarentaal
6850	vic				Virgin Islands Creole English
6851	vid				Vidunda
6852	vie	vie	vie	vi	Vietnamese
6853	vif				Vili
6854	vig				Viemo
6855	vil				Vilela
6856	vin				Vinza
6857	vis				Vishavan
6858	vit				Viti
6859	viv				Iduna
6860	vka				Kariyarra
6861	vki				Ija-Zuba
6862	vkj				Kujarge
6863	vkk				Kaur
6864	vkl				Kulisusu
6865	vkm				Kamakan
6866	vko				Kodeoha
6867	vkp				Korlai Creole Portuguese
6868	vkt				Tenggarong Kutai Malay
6869	vku				Kurrama
6870	vlp				Valpei
6871	vls				Vlaams
6872	vma				Martuyhunira
6873	vmb				Barbaram
6874	vmc				Juxtlahuaca Mixtec
6875	vmd				Mudu Koraga
6876	vme				East Masela
6877	vmf				Mainfränkisch
6878	vmg				Lungalunga
6879	vmh				Maraghei
6880	vmi				Miwa
6881	vmj				Ixtayutla Mixtec
6882	vmk				Makhuwa-Shirima
6883	vml				Malgana
6884	vmm				Mitlatongo Mixtec
6885	vmp				Soyaltepec Mazatec
6886	vmq				Soyaltepec Mixtec
6887	vmr				Marenje
6888	vms				Moksela
6889	vmu				Muluridyi
6890	vmv				Valley Maidu
6891	vmw				Makhuwa
6892	vmx				Tamazola Mixtec
6893	vmy				Ayautla Mazatec
6894	vmz				Mazatlán Mazatec
6895	vnk				Vano
6896	vnm				Vinmavis
6897	vnp				Vunapu
6898	vol	vol	vol	vo	Volapük
6899	vor				Voro
6900	vot	vot	vot		Votic
6901	vra				Vera'a
6902	vro				Võro
6903	vrs				Varisi
6904	vrt				Burmbar
6905	vsi				Moldova Sign Language
6906	vsl				Venezuelan Sign Language
6907	vsv				Valencian Sign Language
6908	vto				Vitou
6909	vum				Vumbu
6910	vun				Vunjo
6911	vut				Vute
6912	vwa				Awa (China)
6913	waa				Walla Walla
6914	wab				Wab
6915	wac				Wasco-Wishram
6916	wad				Wandamen
6917	wae				Walser
6918	waf				Wakoná
6919	wag				Wa'ema
6920	wah				Watubela
6921	wai				Wares
6922	waj				Waffa
6923	wal	wal	wal		Wolaytta
6924	wam				Wampanoag
6925	wan				Wan
6926	wao				Wappo
6927	wap				Wapishana
6928	waq				Wagiman
6929	war	war	war		Waray (Philippines)
6930	was	was	was		Washo
6931	wat				Kaninuwa
6932	wau				Waurá
6933	wav				Waka
6934	waw				Waiwai
6935	wax				Watam
6936	way				Wayana
6937	waz				Wampur
6938	wba				Warao
6939	wbb				Wabo
6940	wbe				Waritai
6941	wbf				Wara
6942	wbh				Wanda
6943	wbi				Vwanji
6944	wbj				Alagwa
6945	wbk				Waigali
6946	wbl				Wakhi
6947	wbm				Wa
6948	wbp				Warlpiri
6949	wbq				Waddar
6950	wbr				Wagdi
6951	wbs				West Bengal Sign Language
6952	wbt				Warnman
6953	wbv				Wajarri
6954	wbw				Woi
6955	wca				Yanomámi
6956	wci				Waci Gbe
6957	wdd				Wandji
6958	wdg				Wadaginam
